0,-0.048329,-0.1963,-1.5444e-05,-0.014072
0,-0.084342,-0.31966,-0.00031995,-40.744
0,-0.10714,-0.3741,-0.81533,-89.225
0,-0.12478,-0.39882,-2.6,-125.51
0,-0.13462,-0.3846,-5.1101,-146.26
0,-0.13752,-0.33895,-8.035,-148.94
0,-0.14118,-0.29627,-11.013,-134.57
0,-0.14109,-0.2371,-13.703,-111.83
0,-0.14217,-0.18393,-15.938,-82.797
0,-0.14166,-0.12597,-17.593,-53.649
0,-0.13877,-0.061988,-18.664,-25.847
0,-0.13702,-0.0081792,-19.178,0.39073
0,-0.13512,0.040913,-19.168,21.92
0,-0.13003,0.097189,-18.728,38.356
0,-0.12849,0.13119,-17.958,52.349
0,-0.12554,0.16485,-16.909,59.795
0,-0.12199,0.19366,-15.711,63.085
0,-0.11899,0.21345,-14.447,63.373
0,-0.11221,0.24265,-13.178,60.604
0,-0.10697,0.25854,-11.963,58.784
0,-0.098376,0.28302,-10.785,55.682
0,-0.096725,0.27368,-9.6698,54.419
0,-0.091098,0.27886,-8.5795,47.895
0,-0.086277,0.27804,-7.6198,42.091
0,-0.082092,0.27356,-6.7764,36.384
0,-0.079723,0.26171,-6.0475,30.672
0,-0.072408,0.27074,-5.4329,23.882
0,-0.070239,0.25695,-4.9543,21.199
0,-0.067907,0.24527,-4.5295,16.752
0,-0.065429,0.23543,-4.1938,11.942
0,-0.061738,0.23154,-3.9545,7.5686
0,-0.062033,0.21219,-3.8027,5.0242
0,-0.059682,0.20628,-3.7019,0.52272
0,-0.055979,0.20686,-3.6912,-2.2597
0,-0.050796,0.21422,-3.7363,-2.4491
0,-0.050472,0.20159,-3.7853,0.19984
0,-0.047836,0.19986,-3.7813,0.097191
0,-0.048936,0.18269,-3.7792,0.41876
0,-0.047537,0.17786,-3.7708,-2.0677
0,-0.044125,0.18241,-3.8121,-3.5616
0,-0.044668,0.171,-3.8834,-2.5147
0,-0.042276,0.17319,-3.9338,-3.4255
0,-0.038355,0.18139,-4.0024,-2.8017
0,-0.032847,0.19524,-4.0585,-0.030152
0,-0.032161,0.1877,-4.0591,4.9819
0,-0.033182,0.17281,-3.9593,6.452
0,-0.031388,0.1702,-3.8301,4.3439
0,-0.027664,0.1754,-3.743,2.8818
0,-0.027982,0.16331,-3.6852,3.5524
0,-0.025732,0.16293,-3.6139,1.965
0,-0.025731,0.15362,-3.5744,1.547
0,-0.022973,0.15676,-3.5434,-0.010979
0,-0.022852,0.1489,-3.5435,0.33415
0,-0.018374,0.15982,-3.5367,-0.45646
0,-0.017324,0.15577,-3.5458,1.9576
0,-0.014345,0.16,-3.5066,3.0272
0,-0.013523,0.15483,-3.446,4.8864
0,-0.010416,0.15883,-3.3482,5.0781
0,-0.0097805,0.15183,-3.2465,6.2408
0,-0.010615,0.1395,-3.1215,5.7715
0,-0.0086688,0.13922,-3.0059,3.1208
0,-0.0091151,0.1292,-2.9434,1.9497
0,-0.0052997,0.13775,-2.9043,-0.24111
0,-0.0044352,0.13354,-2.909,0.89956
0,-0.0039935,0.12811,-2.891,1.3032
0,-0.0049147,0.11787,-2.8649,0.96762
0,-0.0019172,0.12466,-2.8455,-0.86938
0,-0.0010561,0.12245,-2.8629,0.092481
0,-0.00058149,0.11909,-2.8611,0.73516
0,-0.0019726,0.10854,-2.8465,0.83575
0,0.0009919,0.11709,-2.8298,-0.87469
0,0.0016109,0.11533,-2.8474,0.31907
0,0.0019568,0.1126,-2.8411,1.0144
0,0.00077308,0.10387,-2.8209,1.1442
0,0.00014473,0.098413,-2.7981,-0.30773
0,0.0034075,0.10951,-2.8044,-1.9675
0,0.0056024,0.11528,-2.8439,-0.22493
0,0.0059852,0.11295,-2.8485,2.3052
0,0.0059216,0.10866,-2.8025,3.4295
0,0.0044707,0.098701,-2.7339,3.2303
0,0.0074292,0.1074,-2.6693,1.1258
0,0.009388,0.11116,-2.6469,1.9747
0,0.0093164,0.10605,-2.6074,3.4904
0,0.0091855,0.10083,-2.5375,3.4525
0,0.0090076,0.095667,-2.4685,2.4967
0,0.0077201,0.086421,-2.4185,1.1015
0,0.0064699,0.078561,-2.3965,-1.2625
0,0.0095686,0.089557,-2.4217,-3.8187
0,0.011656,0.09564,-2.4982,-2.4565
0,0.013042,0.098514,-2.5475,0.13827
0,0.012614,0.093482,-2.5448,2.5219
0,0.012556,0.089749,-2.4943,2.8984
0,0.012462,0.085779,-2.4362,2.4112
0,0.012058,0.080814,-2.3879,1.482
0,0.011441,0.07548,-2.3582,0.15728
0,0.010951,0.071381,-2.355,-1.384
