0,0,0.1,0
0,53.64,0.1,0
1.0728,55.112,0.1,0
2.175,45.295,0.1,-0.0032184
3.0809,34.88,0.099936,-0.0096309
3.7785,26.201,0.099743,-0.018537
4.3026,19.402,0.099372,-0.029223
4.6906,14.144,0.098788,-0.041108
4.9735,10.057,0.097966,-0.053741
5.1746,6.8363,0.096891,-0.066781
5.3113,4.2533,0.095555,-0.079967
5.3964,2.1389,0.093956,-0.093102
5.4392,0.37088,0.092094,-0.10603
5.4466,-1.1389,0.089973,-0.11864
5.4238,-2.4536,0.0876,-0.13083
5.3747,-3.6186,0.084984,-0.14252
5.3024,-4.6658,0.082133,-0.15366
5.209,-5.6183,0.07906,-0.16418
5.0967,-6.4918,0.075777,-0.17407
4.9668,-7.2977,0.072295,-0.18326
4.8209,-8.0434,0.06863,-0.19175
4.66,-8.7343,0.064795,-0.1995
4.4853,-9.3738,0.060805,-0.2065
4.2979,-9.9639,0.056675,-0.21273
4.0986,-10.506,0.052421,-0.21817
3.8885,-11.001,0.048057,-0.22283
3.6684,-11.45,0.0436,-0.2267
3.4394,-11.852,0.039066,-0.22977
3.2024,-12.207,0.034471,-0.23205
2.9583,-12.516,0.02983,-0.23353
2.708,-12.778,0.025159,-0.23423
2.4524,-12.995,0.020475,-0.23416
2.1925,-13.165,0.015791,-0.23332
1.9292,-13.289,0.011125,-0.23173
1.6634,-13.367,0.0064904,-0.22941
1.3961,-13.401,0.0019022,-0.22637
1.1281,-13.39,-0.0026253,-0.22264
0.86026,-13.335,-0.007078,-0.21823
0.59355,-13.238,-0.011443,-0.21317
0.32879,-13.099,-0.015706,-0.20749
0.066821,-12.918,-0.019856,-0.20121
-0.19155,-12.699,-0.02388,-0.19437
-0.44552,-12.44,-0.027768,-0.187
-0.69432,-12.145,-0.031507,-0.17911
-0.93723,-11.815,-0.03509,-0.17076
-1.1735,-11.45,-0.038505,-0.16197
-1.4025,-11.054,-0.041744,-0.15278
-1.6236,-10.627,-0.0448,-0.14323
-1.8361,-10.172,-0.047665,-0.13334
-2.0396,-9.6898,-0.050332,-0.12317
-2.2334,-9.1832,-0.052795,-0.11274
-2.417,-8.6539,-0.05505,-0.10209
-2.5901,-8.1041,-0.057092,-0.091269
-2.7522,-7.5358,-0.058917,-0.080304
-2.9029,-6.9512,-0.060523,-0.069237
-3.0419,-6.3524,-0.061908,-0.058105
-3.169,-5.7416,-0.06307,-0.046946
-3.2838,-5.1209,-0.064009,-0.035796
-3.3862,-4.4925,-0.064725,-0.024691
-3.4761,-3.8586,-0.065219,-0.013668
-3.5533,-3.2214,-0.065492,-0.0027617
-3.6177,-2.5829,-0.065547,0.0079947
-3.6693,-1.9453,-0.065387,0.018568
-3.7083,-1.3106,-0.065016,0.028926
-3.7345,-0.68095,-0.064437,0.039038
-3.7481,-0.058245,-0.063657,0.048876
-3.7492,0.55556,-0.062679,0.058409
-3.7381,1.1586,-0.061511,0.067613
-3.715,1.749,-0.060159,0.076461
-3.68,2.3251,-0.058629,0.084929
-3.6335,2.8852,-0.056931,0.092997
-3.5758,3.4277,-0.055071,0.10064
-3.5072,3.951,-0.053058,0.10785
-3.4282,4.4538,-0.050901,0.11459
-3.3391,4.9347,-0.048609,0.12087
-3.2404,5.3924,-0.046192,0.12666
-3.1326,5.8258,-0.043659,0.13194
-3.0161,6.2338,-0.04102,0.13672
-2.8914,6.6155,-0.038285,0.14099
-2.7591,6.97,-0.035466,0.14473
-2.6197,7.2965,-0.032571,0.14794
-2.4738,7.5944,-0.029612,0.15062
-2.3219,7.8631,-0.0266,0.15277
-2.1646,8.1022,-0.023545,0.15439
-2.0026,8.3113,-0.020457,0.15548
-1.8363,8.4901,-0.017347,0.15604
-1.6665,8.6386,-0.014227,0.15609
-1.4938,8.7567,-0.011105,0.15563
-1.3186,8.8444,-0.0079922,0.15466
-1.1417,8.902,-0.004899,0.1532
-0.9637,8.9295,-0.0018349,0.15127
-0.78511,8.9275,0.0011905,0.14886
-0.60656,8.8963,0.0041678,0.14601
-0.42863,8.8365,0.007088,0.14272
-0.2519,8.7487,0.0099423,0.13901
-0.076929,8.6335,0.012723,0.1349
0.095741,8.4918,0.015421,0.13041
0.26558,8.3244,0.018029,0.12556
0.43207,8.1322,0.02054,0.12037
0.59471,7.9163,0.022947,0.11486
0.75304,7.6776,0.025244,0.10905
0.90659,7.4173,0.027425,0.10298
1.0549,7.1365,0.029485,0.096653
1.1977,6.8365,0.031418,0.090106
1.3344,6.5185,0.03322,0.083359
1.4648,6.1839,0.034887,0.076438
1.5884,5.8339,0.036416,0.069369
1.7051,5.4699,0.037803,0.062175
1.8145,5.0934,0.039047,0.054884
1.9164,4.7058,0.040145,0.047519
2.0105,4.3084,0.041095,0.040107
2.0967,3.9027,0.041897,0.032672
2.1747,3.4902,0.042551,0.025238
2.2445,3.0722,0.043055,0.017831
2.306,2.6504,0.043412,0.010473
2.359,2.226,0.043621,0.0031887
2.4035,1.8006,0.043685,-0.0039998
2.4395,1.3755,0.043605,-0.01107
2.467,0.95206,0.043384,-0.018001
2.4861,0.53172,0.043024,-0.024772
2.4967,0.11578,0.042528,-0.031364
2.499,-0.29447,0.041901,-0.037756
2.4931,-0.69776,0.041146,-0.043931
2.4792,-1.0929,0.040267,-0.049873
2.4573,-1.4787,0.03927,-0.055565
2.4277,-1.854,0.038159,-0.060992
2.3907,-2.2178,0.036939,-0.066141
2.3463,-2.569,0.035616,-0.070998
2.2949,-2.9066,0.034196,-0.075552
2.2368,-3.2299,0.032685,-0.079792
2.1722,-3.5379,0.031089,-0.08371
2.1014,-3.8298,0.029415,-0.087296
2.0248,-4.1049,0.027669,-0.090545
1.9427,-4.3625,0.025858,-0.093451
1.8555,-4.6022,0.023989,-0.096008
1.7634,-4.8233,0.022069,-0.098214
1.667,-5.0254,0.020105,-0.10007
1.5665,-5.2081,0.018103,-0.10157
1.4623,-5.3712,0.016072,-0.10271
1.3549,-5.5142,0.014018,-0.1035
1.2446,-5.6372,0.011948,-0.10394
1.1319,-5.7399,0.0098687,-0.10404
1.0171,-5.8224,0.0077879,-0.10379
0.90061,-5.8846,0.005712,-0.10321
0.78291,-5.9267,0.0036478,-0.1023
0.66438,-5.9488,0.0016017,-0.10107
0.5454,-5.9511,-0.00041967,-0.099526
0.42638,-5.9339,-0.0024102,-0.097679
0.3077,-5.8976,-0.0043638,-0.095539
0.18975,-5.8425,-0.0062746,-0.093118
0.072902,-5.7691,-0.0081369,-0.090429
-0.04248,-5.6779,-0.0099455,-0.087482
-0.15604,-5.5695,-0.011695,-0.084293
-0.26743,-5.4445,-0.013381,-0.080875
-0.37632,-5.3035,-0.014998,-0.077242
-0.48239,-5.1472,-0.016543,-0.073409
-0.58533,-4.9763,-0.018012,-0.069393
-0.68486,-4.7917,-0.019399,-0.065208
-0.78069,-4.5941,-0.020704,-0.060871
-0.87257,-4.3844,-0.021921,-0.056399
-0.96026,-4.1634,-0.023049,-0.051807
-1.0435,-3.932,-0.024085,-0.047113
-1.1222,-3.6911,-0.025027,-0.042333
-1.196,-3.4417,-0.025874,-0.037485
-1.2648,-3.1846,-0.026624,-0.032585
-1.3285,-2.9209,-0.027275,-0.02765
-1.3869,-2.6516,-0.027828,-0.022697
-1.44,-2.3774,-0.028282,-0.017742
-1.4875,-2.0995,-0.028637,-0.012801
-1.5295,-1.8188,-0.028893,-0.0078904
-1.5659,-1.5363,-0.029051,-0.0030257
-1.5966,-1.2528,-0.029112,0.0017778
-1.6217,-0.96939,-0.029076,0.0065054
-1.641,-0.68694,-0.028946,0.011143
-1.6548,-0.40637,-0.028723,0.015676
-1.6629,-0.12858,-0.028409,0.020092
-1.6655,0.14559,-0.028008,0.024377
-1.6626,0.41527,-0.02752,0.02852
-1.6543,0.67966,-0.02695,0.03251
-1.6407,0.93797,-0.0263,0.036335
-1.6219,1.1894,-0.025573,0.039985
-1.5981,1.4333,-0.024773,0.043451
-1.5695,1.669,-0.023904,0.046725
-1.5361,1.8958,-0.02297,0.049798
-1.4982,2.113,-0.021974,0.052663
-1.4559,2.3202,-0.02092,0.055315
-1.4095,2.5167,-0.019814,0.057746
-1.3592,2.7022,-0.018659,0.059954
-1.3051,2.8761,-0.01746,0.061933
-1.2476,3.0381,-0.016221,0.063681
-1.1868,3.1878,-0.014948,0.065195
-1.1231,3.3248,-0.013644,0.066473
-1.0566,3.449,-0.012314,0.067516
-0.98761,3.5601,-0.010964,0.068323
-0.9164,3.658,-0.0095977,0.068894
-0.84324,3.7424,-0.0082198,0.069232
-0.7684,3.8134,-0.0068351,0.069339
-0.69213,3.8709,-0.0054484,0.069217
-0.61471,3.9149,-0.004064,0.068871
-0.53641,3.9454,-0.0026866,0.068304
