ref,pos_o,vel_o,ang_o,vel_ang_o
0.1,-0.10988,0.07954,-4.1483,-10.588
0.1,-0.10988,0.084484,-4.3603,-9.9208
0.1,-0.10952,0.090977,-4.5589,-9.1847
0.1,-0.10943,0.096163,-4.7428,-8.2056
0.1,-0.10524,0.11779,-4.9071,-7.4001
0.1,-0.10358,0.12669,-5.0553,-4.0269
0.1,-0.10345,0.12826,-5.1359,-1.3183
0.1,-0.10519,0.12168,-5.1623,-0.37962
0.1,-0.10206,0.13522,-5.1698,-1.9182
0.1,-0.1015,0.13683,-5.2081,-1.3872
0.1,-0.10221,0.13335,-5.2358,-1.4999
0.1,-0.10028,0.1409,-5.2657,-2.9117
0.1,-0.098421,0.14738,-5.3239,-3.1526
0.1,-0.095019,0.15977,-5.3869,-2.7232
0.1,-0.094051,0.16114,-5.4414,-0.91271
0.1,-0.090745,0.17193,-5.4596,-0.18937
0.1,-0.086088,0.18677,-5.4633,1.3694
0.1,-0.084018,0.18901,-5.4358,4.0875
0.1,-0.085099,0.17732,-5.3539,5.2741
0.1,-0.083537,0.1767,-5.2481,3.1791
0.1,-0.080187,0.18323,-5.1842,1.2551
0.1,-0.075343,0.19516,-5.1588,0.83151
0.1,-0.07081,0.20426,-5.1419,2.2584
0.1,-0.069478,0.19911,-5.0965,4.354
0.1,-0.067693,0.1962,-5.0091,4.4295
0.1,-0.06397,0.20106,-4.9202,3.5909
0.1,-0.064033,0.18984,-4.8481,3.6367
0.1,-0.057589,0.20642,-4.775,1.6224
0.1,-0.056019,0.20091,-4.7423,2.9857
0.1,-0.052482,0.20383,-4.6823,2.8073
0.1,-0.047597,0.21198,-4.6259,3.1601
0.1,-0.047148,0.20093,-4.5624,4.6595
0.1,-0.044409,0.2003,-4.4689,3.6401
0.1,-0.041408,0.20044,-4.3959,2.806
0.1,-0.042265,0.18461,-4.3395,2.32
0.1,-0.040425,0.18164,-4.2928,-0.50398
0.1,-0.036966,0.18588,-4.3027,-2.4775
0.1,-0.037483,0.17395,-4.3521,-2.5986
0.1,-0.035104,0.17587,-4.404,-4.2539
0.1,-0.032283,0.17971,-4.489,-4.615
0.1,-0.027828,0.19055,-4.5813,-3.7576
0.1,-0.02758,0.18313,-4.6565,-1.2083
0.1,-0.021101,0.20149,-4.6805,-0.87194
0.1,-0.01947,0.19787,-4.6979,2.4553
0.1,-0.016924,0.19808,-4.6486,3.8302
0.1,-0.014,0.19906,-4.5718,4.4925
0.1,-0.010859,0.20058,-4.4817,4.9831
0.1,-0.0062269,0.20761,-4.3818,5.4389
0.1,-0.0021853,0.21094,-4.2727,6.7972
0.1,0.0019724,0.21356,-4.1364,8.0373
0.1,0.0018682,0.1981,-3.9754,9.1745
0.1,0.0028555,0.18801,-3.7915,7.1308
0.1,0.0097101,0.20225,-3.6485,4.1828
0.1,0.011713,0.19544,-3.5645,5.1438
0.1,0.013828,0.1906,-3.4614,5.0635
0.1,0.01366,0.17705,-3.36,4.4476
0.1,0.01464,0.16921,-3.2709,1.9494
0.1,0.016413,0.16548,-3.2318,-0.52901
0.1,0.01875,0.16459,-3.2422,-2.1686
0.1,0.022837,0.17106,-3.2855,-2.7442
0.1,0.022488,0.15905,-3.3403,-1.3846
0.1,0.023383,0.15357,-3.3679,-2.0491
0.1,0.026507,0.15783,-3.4088,-2.9026
0.1,0.029565,0.16151,-3.4668,-2.1931
0.1,0.032829,0.16607,-3.5106,-0.59824
0.1,0.037604,0.17612,-3.5225,1.4642
0.1,0.041799,0.18234,-3.4931,4.6155
0.1,0.042066,0.17156,-3.4006,7.6885
0.1,0.043368,0.1657,-3.2467,7.7064
0.1,0.049974,0.18118,-3.0923,6.5906
0.1,0.051912,0.17475,-2.9602,8.4213
0.1,0.054327,0.17013,-2.7914,8.5181
0.1,0.05813,0.17099,-2.6206,7.9219
0.1,0.057769,0.15442,-2.4618,7.9493
0.1,0.063921,0.16612,-2.3024,5.5386
0.1,0.066263,0.16098,-2.1914,6.4614
0.1,0.069189,0.15869,-2.0619,6.5999
0.1,0.069564,0.14626,-1.9296,6.724
0.1,0.071951,0.1433,-1.795,5.1072
0.1,0.071988,0.13101,-1.6927,4.0539
0.1,0.07069,0.11442,-1.6114,1.7999
0.1,0.07199,0.11001,-1.5753,-1.8264
0.1,0.071336,0.098356,-1.6117,-4.0153
0.1,0.074406,0.10471,-1.6921,-6.182
0.1,0.078472,0.11641,-1.816,-5.2723
0.1,0.077889,0.10977,-1.9219,-1.7862
0.1,0.077399,0.10464,-1.9582,-0.39814
0.1,0.081337,0.11729,-1.9665,-0.42734
0.1,0.079507,0.103,-1.9752,1.4406
0.1,0.084062,0.11538,-1.9464,0.29607
0.1,0.085761,0.11405,-1.9403,1.8858
0.1,0.083559,0.096647,-1.9025,2.9411
0.1,0.087501,0.10645,-1.8436,1.0511
0.1,0.086586,0.095528,-1.8225,1.898
0.1,0.085809,0.086442,-1.7845,0.91404
0.1,0.087558,0.088901,-1.7663,-0.8487
0.1,0.088663,0.088602,-1.7833,-1.1335
0.1,0.091713,0.097082,-1.8061,-0.81612
0.1,0.089914,0.086372,-1.8227,1.3892
0.1,0.088578,0.079462,-1.7953,1.1682
0.1,0.087631,0.074771,-1.7724,-0.1722
0.1,0.0894,0.081113,-1.7761,-1.8524
0.1,0.087178,0.068932,-1.8133,-1.9828
0.1,0.085616,0.060198,-1.853,-3.9242
0.1,0.090405,0.078375,-1.9315,-6.157
0.1,0.087992,0.066464,-2.0548,-3.7469
0.1,0.085962,0.059151,-2.13,-3.6033
0.1,0.084809,0.057416,-2.2026,-4.3893
0.1,0.086221,0.066557,-2.2908,-5.0822
0.1,0.089712,0.082641,-2.3928,-4.0222
0.1,0.088696,0.0781,-2.4735,-0.70207
0.1,0.090173,0.083622,-2.4877,0.44345
0.1,0.091184,0.086619,-2.479,2.0188
0.1,0.094279,0.097668,-2.4387,3.3584
0.1,0.096379,0.10334,-2.3717,5.8579
0.1,0.096438,0.099585,-2.2547,8.0064
0.1,0.098848,0.10477,-2.0946,8.1955
0.1,0.10261,0.11343,-1.9306,8.6665
0.1,0.10133,0.099565,-1.7571,10.086
0.1,0.099484,0.084129,-1.5552,8.3962
0.1,0.098057,0.071481,-1.387,4.6629
0.1,0.10257,0.084113,-1.2935,0.41167
0.1,0.10583,0.090166,-1.2851,0.3589
0.1,0.10763,0.090255,-1.2779,1.98
0.1,0.10626,0.078536,-1.2383,3.6057
0.1,0.10541,0.071444,-1.1665,3.0901
0.1,0.10686,0.075226,-1.105,1.8139
0.1,0.10458,0.063409,-1.0691,1.7311
0.1,0.10271,0.054221,-1.0348,-0.27402
0.1,0.10167,0.048992,-1.0406,-2.9741
0.1,0.10094,0.045377,-1.1003,-5.2457
0.1,0.10043,0.043157,-1.2055,-6.7893
0.1,0.099817,0.040936,-1.3415,-7.5838
0.1,0.099645,0.041664,-1.4934,-7.7671
0.1,0.09926,0.042515,-1.6491,-7.121
0.1,0.099548,0.047214,-1.792,-6.0436
0.1,0.099524,0.05109,-1.9134,-4.26
0.1,0.099576,0.055428,-1.9992,-2.419
0.1,0.0997,0.059688,-2.0481,-0.6934
0.1,0.099895,0.063103,-2.0624,0.70484
0.1,0.10226,0.074233,-2.0487,1.736
0.1,0.10395,0.08067,-2.0142,3.8732
0.1,0.10487,0.08246,-1.9369,5.8696
0.1,0.10604,0.083989,-1.8196,6.9191
0.1,0.10627,0.080443,-1.6812,7.3733
0.1,0.10691,0.077926,-1.5336,6.707
0.1,0.107,0.072543,-1.3993,5.6424
0.1,0.10453,0.056851,-1.2863,4.0538
0.1,0.10272,0.045229,-1.205,0.54837
0.1,0.10165,0.03795,-1.1939,-3.2171
0.1,0.10082,0.033053,-1.2581,-6.1621
0.1,0.10123,0.035514,-1.3815,-7.861
0.1,0.097927,0.025457,-1.5392,-7.4243
0.1,0.099149,0.036821,-1.6883,-8.2145
0.1,0.099827,0.045665,-1.8532,-6.4965
0.1,0.10073,0.053915,-1.9837,-4.0805
0.1,0.1039,0.069809,-2.0658,-1.4302
0.1,0.10269,0.065489,-2.0947,2.604
0.1,0.10162,0.061855,-2.0429,4.0261
0.1,0.10334,0.069245,-1.9626,3.8143
0.1,0.10457,0.072838,-1.8864,4.4662
0.1,0.10542,0.073347,-1.797,5.04
0.1,0.10597,0.07188,-1.6962,5.2348
0.1,0.10629,0.069064,-1.5914,4.9309
0.1,0.10669,0.066593,-1.4926,4.1982
0.1,0.10661,0.062444,-1.4086,3.3942
0.1,0.10646,0.058559,-1.3407,2.2984
0.1,0.10628,0.055151,-1.2947,1.1358
0.1,0.10608,0.052289,-1.2721,0.048853
0.1,0.1059,0.049864,-1.2712,-0.90056
0.1,0.10789,0.056617,-1.2893,-1.6497
0.1,0.10708,0.051298,-1.3223,-0.72033
0.1,0.10649,0.04746,-1.3368,-0.82566
0.1,0.10632,0.045822,-1.3534,-1.337
0.1,0.10592,0.043461,-1.3802,-1.7231
0.1,0.10562,0.041993,-1.4148,-2.1181
0.1,0.10541,0.041274,-1.4572,-2.3644
0.1,0.10526,0.041172,-1.5046,-2.4062
0.1,0.10542,0.042694,-1.5529,-2.2367
0.1,0.10528,0.043028,-1.5978,-1.7189
0.1,0.1052,0.043754,-1.6324,-1.2398
0.1,0.10516,0.044719,-1.6573,-0.77112
0.1,0.10462,0.04358,-1.6729,-0.32298
0.1,0.10508,0.046605,-1.6795,-0.28052
0.1,0.10542,0.048781,-1.6853,0.20442
0.1,0.10541,0.0492,-1.6813,0.80112
0.1,0.10541,0.049631,-1.6655,1.1678
0.1,0.10541,0.050047,-1.6423,1.3768
0.1,0.10569,0.051505,-1.6149,1.4725
0.1,0.10535,0.050267,-1.5856,1.6757
0.1,0.10565,0.051772,-1.5523,1.4892
0.1,0.10532,0.050513,-1.5227,1.5264
0.1,0.10536,0.050882,-1.4923,1.2525
0.1,0.10539,0.051126,-1.4675,1.0686
0.1,0.10541,0.05129,-1.4463,0.9404
0.1,0.10516,0.050298,-1.4277,0.84327
0.1,0.10525,0.050808,-1.4111,0.57816
0.1,0.10532,0.05114,-1.3998,0.47871
0.1,0.10536,0.051357,-1.3904,0.46274
0.1,0.10539,0.051487,-1.3814,0.47914
0.1,0.10541,0.051552,-1.372,0.5008
0.1,0.10784,0.061394,-1.3623,0.51589
0.1,0.1071,0.057188,-1.3522,2.1698
0.1,0.10683,0.055405,-1.309,2.4345
0.1,0.10636,0.052978,-1.2606,2.2078
0.1,0.10603,0.051127,-1.2167,1.5259
0.1,0.10796,0.058123,-1.1864,0.65863
0.1,0.1093,0.061156,-1.1733,1.2031
0.1,0.10777,0.051876,-1.1493,2.1121
0.1,0.10693,0.046176,-1.1071,1.1574
0.1,0.10631,0.041966,-1.084,-0.25521
0.1,0.10583,0.039003,-1.0892,-1.6156
0.1,0.1079,0.046799,-1.1216,-2.7013
0.1,0.10904,0.050149,-1.1757,-1.7463
0.1,0.10952,0.050744,-1.2108,-0.30635
0.1,0.11036,0.052938,-1.217,0.8667
0.1,0.11064,0.052776,-1.1999,2.0484
0.1,0.11107,0.053298,-1.1591,2.7441
0.1,0.11134,0.05298,-1.1043,3.1748
0.1,0.11126,0.050593,-1.041,3.1919
0.1,0.11118,0.047767,-0.97715,2.6307
0.1,0.11109,0.04477,-0.92453,1.7869
0.1,0.10883,0.032972,-0.88877,0.82385
0.1,0.10695,0.024056,-0.87228,-1.557
0.1,0.10588,0.019697,-0.90344,-4.2096
0.1,0.10756,0.027246,-0.98767,-6.1671
0.1,0.10844,0.031425,-1.1111,-5.5403
0.1,0.10931,0.035892,-1.2221,-3.9338
0.1,0.1099,0.03961,-1.301,-1.8058
0.1,0.11004,0.041964,-1.3374,0.3521
0.1,0.11015,0.044436,-1.3308,2.0329
0.1,0.10709,0.032671,-1.2904,3.0092
0.1,0.10507,0.024627,-1.2302,1.0362
0.1,0.10372,0.019173,-1.2094,-1.7663
0.1,0.10307,0.016761,-1.2445,-4.3231
0.1,0.10257,0.016668,-1.331,-5.6834
0.1,0.10299,0.02252,-1.445,-5.8151
0.1,0.10327,0.029616,-1.5618,-4.3085
0.1,0.10354,0.037095,-1.6487,-2.0928
0.1,0.10415,0.044626,-1.6911,0.094438
0.1,0.10339,0.044447,-1.6896,2.068
0.1,0.10295,0.045028,-1.6485,2.7833
0.1,0.10487,0.054408,-1.5931,2.8234
0.1,0.10274,0.045829,-1.5369,4.0454
0.1,0.10155,0.041745,-1.4561,3.0231
0.1,0.10425,0.053578,-1.3959,1.413
0.1,0.10234,0.045608,-1.3678,2.3316
0.1,0.10101,0.041036,-1.3215,1.4479
0.1,0.10064,0.040979,-1.2928,0.023014
0.1,0.10013,0.040521,-1.2927,-0.9175
0.1,0.10009,0.04192,-1.3113,-1.6236
0.1,0.099819,0.042274,-1.3441,-1.8144
0.1,0.099398,0.042001,-1.3807,-1.8421
0.1,0.099405,0.043612,-1.4179,-1.8627
0.1,0.099433,0.045418,-1.4554,-1.5369
0.1,0.099475,0.047445,-1.4865,-0.98283
0.1,0.099253,0.048699,-1.5066,-0.27199
0.1,0.099125,0.050675,-1.5125,0.32574
0.1,0.099073,0.053066,-1.5065,0.88004
0.1,0.099097,0.055275,-1.4894,1.3213
0.1,0.099188,0.05671,-1.4634,1.5547
0.1,0.099315,0.057062,-1.4325,1.5381
0.1,0.099413,0.056839,-1.402,1.4088
0.1,0.099758,0.057071,-1.374,1.1268
0.1,0.099703,0.055584,-1.3516,0.98988
0.1,0.099892,0.05557,-1.332,0.74464
0.1,0.099988,0.055555,-1.3174,0.67753
0.1,0.10029,0.056841,-1.3042,0.7094
0.1,0.10023,0.056565,-1.2903,0.91171
0.1,0.10018,0.056415,-1.2725,0.9357
0.1,0.099894,0.055017,-1.2541,0.80628
0.1,0.099957,0.055194,-1.2383,0.45283
0.1,0.099996,0.055271,-1.2296,0.24945
0.1,0.09975,0.054208,-1.2249,0.13543
0.1,0.099844,0.054727,-1.2226,-0.099025
0.1,0.099643,0.053966,-1.2249,-0.16085
0.1,0.099777,0.054607,-1.2285,-0.32733
0.1,0.099604,0.053913,-1.2354,-0.30793
0.1,0.099754,0.054613,-1.2419,-0.39299
0.1,0.099593,0.053936,-1.2501,-0.3135
0.1,0.099752,0.054616,-1.2567,-0.36164
0.1,0.099864,0.055009,-1.2643,-0.25824
0.1,0.10021,0.056299,-1.2697,-0.10978
0.1,0.10018,0.055896,-1.2723,0.21013
0.1,0.099884,0.054459,-1.2684,0.34089
0.1,0.099945,0.054617,-1.2619,0.17067
0.1,0.099716,0.053557,-1.2588,0.085496
0.1,0.099825,0.053968,-1.2574,-0.14406
0.1,0.099632,0.053084,-1.2606,-0.20462
0.1,0.099766,0.053635,-1.265,-0.36771
0.1,0.09959,0.052866,-1.2726,-0.3495
0.1,0.099737,0.053497,-1.2799,-0.441
0.1,0.099572,0.052775,-1.2891,-0.36568
0.1,0.099728,0.053416,-1.2967,-0.41872
0.1,0.099569,0.052688,-1.3053,-0.3188
0.1,0.099997,0.054418,-1.312,-0.35628
0.1,0.099755,0.053223,-1.3194,-0.065787
0.1,0.10012,0.054644,-1.321,-0.070358
0.1,0.10011,0.054336,-1.3227,0.17418
0.1,0.10036,0.055159,-1.3195,0.27729
0.1,0.099991,0.053363,-1.3142,0.47431
0.1,0.099731,0.052203,-1.305,0.28141
0.1,0.099818,0.052573,-1.2997,-0.042345
0.1,0.099878,0.052779,-1.3008,-0.17583
0.1,0.09992,0.052871,-1.3046,-0.20945
0.1,0.099679,0.051797,-1.3091,-0.19618
0.1,0.09978,0.052236,-1.3133,-0.34847
0.1,0.099851,0.052502,-1.3205,-0.34491
0.1,0.099901,0.052643,-1.3277,-0.27495
0.1,0.099667,0.051608,-1.3334,-0.18726
0.1,0.10004,0.053164,-1.3375,-0.29056
0.1,0.099765,0.051868,-1.3435,-0.079307
0.1,0.099571,0.051068,-1.3454,-0.14966
0.1,0.099437,0.050615,-1.3486,-0.31326
0.1,0.099616,0.051472,-1.3551,-0.47751
0.1,0.099474,0.050931,-1.3649,-0.40993
0.1,0.099647,0.051734,-1.3734,-0.43553
0.1,0.0995,0.051165,-1.3824,-0.29156
0.1,0.099399,0.050857,-1.3884,-0.28335
0.1,0.099602,0.051806,-1.3943,-0.32183
0.1,0.099745,0.052408,-1.401,-0.17307
0.1,0.099847,0.052734,-1.4047,0.018715
0.1,0.099914,0.052919,-1.4046,0.20081
0.1,0.099959,0.052975,-1.4008,0.33064
0.1,0.09972,0.051842,-1.3944,0.40042
0.1,0.099551,0.051118,-1.3867,0.23517
0.1,0.099433,0.050677,-1.3822,-0.00066022
0.1,0.099621,0.05153,-1.3824,-0.22001
0.1,0.099752,0.052057,-1.3871,-0.20128
0.1,0.099575,0.051257,-1.3913,-0.091319
0.1,0.09972,0.051859,-1.3934,-0.1485
0.1,0.10009,0.053296,-1.3966,-0.074665
0.1,0.10008,0.05299,-1.3983,0.21699
0.1,0.099793,0.051632,-1.3942,0.34693
0.1,0.099861,0.051877,-1.3875,0.19329
0.1,0.099638,0.050906,-1.3839,0.13025
0.1,0.099483,0.050301,-1.3815,-0.079863
0.1,0.099645,0.051054,-1.3833,-0.30474
0.1,0.099759,0.051536,-1.3897,-0.29823
0.1,0.099838,0.051825,-1.3959,-0.1954
0.1,0.099894,0.051967,-1.4,-0.073016
0.1,0.099662,0.050922,-1.4017,0.034124
0.1,0.099769,0.051381,-1.4012,-0.069684
0.1,0.099574,0.050573,-1.4029,-0.050143
0.1,0.099977,0.052298,-1.4041,-0.16721
0.1,0.099988,0.052226,-1.4077,0.054348
0.1,0.10026,0.053238,-1.4068,0.18222
0.1,0.099911,0.051591,-1.4034,0.42405
0.1,0.099664,0.050561,-1.3951,0.28323
0.1,0.099762,0.05104,-1.3897,0.0070615
0.1,0.09983,0.051339,-1.3898,-0.08679
0.1,0.099878,0.05151,-1.3918,-0.091033
0.1,0.099643,0.050502,-1.3938,-0.058743
0.1,0.099748,0.050994,-1.3952,-0.20135
0.1,0.099553,0.050221,-1.3995,-0.19347
0.1,0.09942,0.049783,-1.4036,-0.30869
0.1,0.099599,0.050679,-1.41,-0.43615
0.1,0.099727,0.05126,-1.4189,-0.34795
0.1,0.099548,0.050535,-1.4261,-0.17837
0.1,0.099694,0.051221,-1.4299,-0.18548
0.1,0.099529,0.050564,-1.4338,-0.069084
0.1,0.099415,0.050198,-1.4354,-0.10634
0.1,0.099607,0.051122,-1.4377,-0.19031
0.1,0.099743,0.051715,-1.4418,-0.083195
0.1,0.099837,0.052081,-1.4437,0.083706
0.1,0.099903,0.052272,-1.4422,0.23785
0.1,0.099678,0.051255,-1.4377,0.35087
0.1,0.09952,0.050633,-1.4309,0.23323
0.1,0.09968,0.051368,-1.4264,0.039215
0.1,0.099522,0.050734,-1.4258,0.036975
0.1,0.099413,0.050369,-1.4253,-0.075579
0.1,0.099609,0.051278,-1.4271,-0.20713
0.1,0.099746,0.051838,-1.4314,-0.13138
0.1,0.099573,0.05107,-1.4343,0.016058
0.1,0.09999,0.052787,-1.4342,-0.021827
0.1,0.09974,0.051617,-1.4348,0.24781
0.1,0.099564,0.050897,-1.4301,0.21075
0.1,0.099711,0.051562,-1.4261,0.050748
0.1,0.099814,0.051953,-1.4253,0.05349
0.1,0.099884,0.052167,-1.4244,0.11894
0.1,0.099662,0.051181,-1.4223,0.19433
0.1,0.099776,0.051666,-1.4186,0.064937
0.1,0.099586,0.050856,-1.4175,0.061331
0.1,0.099722,0.051466,-1.4165,-0.078981
0.1,0.099548,0.050759,-1.4183,-0.057223
0.1,0.099428,0.05036,-1.4197,-0.15826
0.1,0.099347,0.050177,-1.4231,-0.28063
0.1,0.099295,0.050123,-1.4289,-0.38073
0.1,0.099531,0.051251,-1.4368,-0.43749
0.1,0.099699,0.051963,-1.4457,-0.26838
0.1,0.099547,0.051303,-1.4513,-0.030962
0.1,0.099443,0.050897,-1.4522,0.0019417
0.1,0.099372,0.050671,-1.4523,-0.049244
0.1,0.099593,0.051658,-1.4535,-0.12077
0.1,0.099747,0.052262,-1.4562,0.0019723
0.1,0.099853,0.052593,-1.4563,0.17588
0.1,0.099926,0.05272,-1.453,0.32563
0.1,0.099972,0.052739,-1.4467,0.43067
0.1,0.099998,0.052701,-1.4383,0.48538
0.1,0.10001,0.05261,-1.4288,0.48849
0.1,0.09975,0.051392,-1.4193,0.4514
0.1,0.099565,0.05062,-1.4105,0.20369
0.1,0.099705,0.051247,-1.4066,-0.089382
0.1,0.099534,0.05054,-1.4086,-0.15851
0.1,0.099684,0.051222,-1.412,-0.30814
0.1,0.09979,0.051648,-1.4184,-0.26798
0.1,0.099864,0.051887,-1.424,-0.15688
0.1,0.099914,0.05201,-1.4273,-0.033323
0.1,0.099947,0.052059,-1.4282,0.071825
0.1,0.099699,0.050971,-1.427,0.1467
0.1,0.10006,0.0525,-1.4243,0.006089
0.1,0.10005,0.052297,-1.4244,0.17267
0.1,0.099763,0.051054,-1.4212,0.24239
0.1,0.099834,0.051386,-1.4165,0.064156
0.1,0.099883,0.051597,-1.4155,0.0068607
0.1,0.099917,0.051726,-1.4156,0.007862
0.1,0.099672,0.050702,-1.4156,0.02922
0.1,0.099772,0.051177,-1.4153,-0.13406
0.1,0.099573,0.050394,-1.4182,-0.14689
0.1,0.099705,0.051047,-1.4213,-0.27865
0.1,0.099799,0.051466,-1.4271,-0.23925
0.1,0.099865,0.051731,-1.4321,-0.13078
0.1,0.099641,0.050819,-1.435,-0.0056976
0.1,0.099487,0.050307,-1.4353,-0.080656
0.1,0.099651,0.05116,-1.4372,-0.21331
0.1,0.099767,0.051731,-1.4417,-0.14852
0.1,0.099851,0.052092,-1.4448,-0.013094
0.1,0.099909,0.052317,-1.4453,0.1295
0.1,0.09968,0.051349,-1.443,0.24486
0.1,0.09979,0.05185,-1.4383,0.13366
0.1,0.099867,0.052166,-1.4358,0.14024
0.1,0.099919,0.052345,-1.4333,0.18687
0.1,0.099955,0.052432,-1.4297,0.23458
0.1,0.099709,0.051358,-1.4253,0.26468
0.1,0.099806,0.051799,-1.4202,0.090069
0.1,0.099605,0.050975,-1.4186,0.049379
0.1,0.099466,0.050496,-1.4179,-0.11751
0.1,0.099372,0.050248,-1.4205,-0.2991
0.1,0.09958,0.051237,-1.4267,-0.44442
0.1,0.099458,0.050777,-1.4358,-0.3473
0.1,0.099645,0.051621,-1.4429,-0.3475
0.1,0.099776,0.052153,-1.4501,-0.18751
0.1,0.10014,0.05355,-1.4541,0.0088283
0.1,0.10011,0.053231,-1.4541,0.36431
0.1,0.099828,0.051843,-1.447,0.51262
0.1,0.099893,0.052058,-1.437,0.35423
0.1,0.099667,0.051061,-1.4301,0.2738
0.1,0.099777,0.051548,-1.4249,0.046131
0.1,0.099585,0.050745,-1.4242,-0.016143
0.1,0.099452,0.050278,-1.4247,-0.18565
0.1,0.099361,0.050048,-1.4286,-0.35822
0.1,0.09957,0.051071,-1.436,-0.48645
0.1,0.099449,0.050644,-1.446,-0.37227
0.1,0.099369,0.050435,-1.4536,-0.35455
0.1,0.099317,0.050361,-1.4609,-0.36706
0.1,0.099553,0.051466,-1.4685,-0.37489
0.1,0.099451,0.051075,-1.4762,-0.17977
0.1,0.09965,0.051976,-1.48,-0.11437
0.1,0.09979,0.052527,-1.4825,0.074506
0.1,0.099885,0.052848,-1.4812,0.2785
0.1,0.099949,0.053009,-1.4759,0.44221
0.1,0.099723,0.051962,-1.4672,0.54384
0.1,0.099831,0.052411,-1.4566,0.40518
0.1,0.099635,0.051573,-1.4487,0.36818
0.1,0.0995,0.051054,-1.4415,0.17973
0.1,0.099406,0.050761,-1.4382,-0.037062
0.1,0.099612,0.051718,-1.4391,-0.22171
0.1,0.099487,0.051229,-1.4438,-0.16639
0.1,0.09967,0.052062,-1.4473,-0.20347
0.1,0.099529,0.051488,-1.4516,-0.079399
0.1,0.099701,0.052262,-1.4534,-0.093622
0.1,0.099553,0.051635,-1.4555,0.024541
0.1,0.099451,0.05127,-1.4553,-0.0091841
0.1,0.09965,0.052168,-1.4557,-0.096189
0.1,0.10006,0.053816,-1.4578,0.0025546
0.1,0.10007,0.053654,-1.458,0.33528
0.1,0.10008,0.053485,-1.4515,0.50401
