ref,pos_o,vel_o,ang_o,vel_ang_o
-0.1,8.6326e-05,-0.0023459,0.24602,3.266
-0.1,0.00029946,-0.001459,0.31127,3.7575
-0.1,0.00045709,-0.001333,0.38639,4.3036
-0.1,0.00030484,-0.0031231,0.47249,4.7153
-0.1,0.00019034,-0.0051308,0.56686,4.7578
-0.1,0.00035125,-0.0061147,0.66208,4.6158
-0.1,0.00016072,-0.0086979,0.75447,4.5592
-0.1,0.00026729,-0.010175,0.84574,4.279
-0.1,0.00029761,-0.01195,0.93139,4.1242
-0.1,0.001615,-0.0083333,1.0139,4.0288
-0.1,0.0024901,-0.0072154,1.0945,4.8213
-0.1,0.003052,-0.007908,1.191,5.7056
-0.1,-0.00063717,-0.026406,1.3053,6.2806
-0.1,-0.0032378,-0.038978,1.431,3.6758
-0.1,-0.0037362,-0.041721,1.5047,0.30136
-0.1,-0.0041088,-0.043518,1.5108,-1.7055
-0.1,-0.0030245,-0.039279,1.4767,-2.6721
-0.1,-0.0063317,-0.052801,1.4233,-1.813
-0.1,-0.007543,-0.055979,1.3871,-2.9608
-0.1,-0.006746,-0.050172,1.3278,-3.6066
-0.1,-0.010445,-0.063121,1.2557,-2.5202
-0.1,-0.01135,-0.062814,1.2052,-3.5327
-0.1,-0.010813,-0.05666,1.1345,-3.7401
-0.1,-0.014142,-0.066352,1.0597,-2.3635
-0.1,-0.015284,-0.06584,1.0123,-2.8508
-0.1,-0.014347,-0.057009,0.95523,-2.8745
-0.1,-0.012531,-0.045333,0.89767,-1.1413
-0.1,-0.01494,-0.052364,0.87482,1.966
-0.1,-0.019493,-0.067416,0.91415,2.6798
-0.1,-0.02096,-0.068108,0.96772,0.54004
-0.1,-0.020528,-0.061023,0.97848,-0.9271
-0.1,-0.022811,-0.065834,0.9599,-0.60435
-0.1,-0.02295,-0.061357,0.94778,-1.1462
-0.1,-0.025898,-0.068851,0.92483,-0.67712
-0.1,-0.026496,-0.065889,0.91126,-1.5861
-0.1,-0.025456,-0.05659,0.87952,-1.5861
-0.1,-0.027052,-0.059093,0.84779,0.034726
-0.1,-0.031025,-0.070954,0.84849,0.62711
-0.1,-0.032066,-0.06953,0.86104,-1.0407
-0.1,-0.035361,-0.077399,0.84023,-1.8352
-0.1,-0.040207,-0.090664,0.80353,-3.616
-0.1,-0.042369,-0.090819,0.73114,-6.7194
-0.1,-0.044806,-0.090826,0.59656,-8.2704
-0.1,-0.045242,-0.081666,0.43087,-8.9044
-0.1,-0.047753,-0.081254,0.25247,-7.5481
-0.1,-0.052224,-0.088408,0.1012,-6.5969
-0.1,-0.052399,-0.07683,-0.031038,-7.2619
-0.1,-0.056024,-0.080497,-0.17654,-5.8875
-0.1,-0.055606,-0.067078,-0.29453,-5.8266
-0.1,-0.058033,-0.066588,-0.41128,-3.764
-0.1,-0.057861,-0.055836,-0.4867,-2.7915
-0.1,-0.059956,-0.055412,-0.54266,-0.73131
-0.1,-0.06174,-0.054038,-0.55736,0.11187
-0.1,-0.059821,-0.038217,-0.55513,0.30596
-0.1,-0.062359,-0.042571,-0.54899,2.5994
-0.1,-0.062635,-0.037499,-0.49695,2.7638
-0.1,-0.066725,-0.048844,-0.4416,3.1772
-0.1,-0.068365,-0.049077,-0.37798,1.0568
-0.1,-0.067493,-0.039111,-0.35678,-0.65317
-0.1,-0.071085,-0.047992,-0.36986,-0.19995
-0.1,-0.066738,-0.023334,-0.3739,-1.6232
-0.1,-0.0714,-0.038003,-0.40642,1.418
-0.1,-0.073451,-0.040326,-0.37811,0.53024
-0.1,-0.07339,-0.034147,-0.36752,-0.80883
-0.1,-0.072162,-0.023804,-0.38373,-0.80511
-0.1,-0.074979,-0.030857,-0.3999,0.76506
-0.1,-0.07521,-0.026786,-0.38462,0.2368
-0.1,-0.074195,-0.018158,-0.37992,0.32857
-0.1,-0.076895,-0.025717,-0.37337,1.5749
-0.1,-0.08137,-0.039768,-0.34187,0.78096
-0.1,-0.084374,-0.046282,-0.32626,-2.3221
-0.1,-0.085261,-0.043371,-0.37272,-5.4422
-0.1,-0.088196,-0.048177,-0.48169,-6.6787
-0.1,-0.090402,-0.047844,-0.61556,-7.9067
-0.1,-0.09043,-0.03745,-0.77409,-8.4272
-0.1,-0.088623,-0.020437,-0.94303,-7.0728
-0.1,-0.086371,-0.0032183,-1.0849,-3.5073
-0.1,-0.088139,-0.0041717,-1.1553,1.2606
-0.1,-0.089183,-0.0030251,-1.1303,3.2982
-0.1,-0.090014,-0.0023852,-1.0644,3.9058
-0.1,-0.090216,4.9227e-05,-0.98624,3.7363
-0.1,-0.09432,-0.013927,-0.91149,3.543
-0.1,-0.096831,-0.019936,-0.84061,0.6626
-0.1,-0.098757,-0.022848,-0.82736,-2.3971
-0.1,-0.10003,-0.021754,-0.87545,-4.7
-0.1,-0.099494,-0.012126,-0.96975,-5.7757
-0.1,-0.098734,-0.0017537,-1.0856,-4.7602
-0.1,-0.098348,0.0065919,-1.1813,-2.4721
-0.1,-0.097947,0.014335,-1.2312,0.048124
-0.1,-0.09375,0.035906,-1.2305,2.2867
-0.1,-0.095808,0.028103,-1.1849,6.4914
-0.1,-0.097165,0.022738,-1.0551,6.9931
-0.1,-0.09808,0.018985,-0.91514,5.7695
-0.1,-0.098707,0.01633,-0.79967,3.9305
-0.1,-0.098895,0.015922,-0.72104,2.1626
-0.1,-0.099038,0.01598,-0.67783,0.91429
-0.1,-0.094032,0.037153,-0.65963,0.11486
-0.1,-0.090837,0.048564,-0.65743,3.1406
-0.1,-0.088653,0.054233,-0.59468,6.7435
-0.1,-0.09203,0.036045,-0.45982,9.5597
-0.1,-0.094418,0.022891,-0.26854,7.7075
-0.1,-0.091,0.033659,-0.11423,3.9154
-0.1,-0.08898,0.037156,-0.035772,3.3649
-0.1,-0.0912,0.023353,0.031601,3.8425
-0.1,-0.092047,0.01715,0.10844,2.0331
-0.1,-0.092445,0.01391,0.14902,0.091498
-0.1,-0.093033,0.010422,0.15072,-1.444
-0.1,-0.091846,0.014505,0.12172,-2.7508
-0.1,-0.095081,0.00042273,0.06656,-2.527
-0.1,-0.097332,-0.0078274,0.015872,-4.446
-0.1,-0.098591,-0.011085,-0.073178,-6.73
-0.1,-0.099975,-0.013859,-0.20795,-8.1992
-0.1,-0.099275,-0.0070721,-0.37216,-9.0415
-0.1,-0.098461,0.00025646,-0.55326,-7.9122
-0.1,-0.097052,0.010578,-0.71189,-5.4722
-0.1,-0.099503,0.0049727,-0.82178,-2.039
-0.1,-0.10107,0.003044,-0.86289,-1.1996
-0.1,-0.10201,0.0028408,-0.88706,-1.4651
-0.1,-0.10256,0.0037582,-0.91647,-1.9236
-0.1,-0.10287,0.0055202,-0.95504,-2.1577
-0.1,-0.10327,0.0063707,-0.99823,-2.1565
-0.1,-0.10322,0.0089034,-1.0414,-2.0728
-0.1,-0.10342,0.010379,-1.0828,-1.5989
-0.1,-0.1035,0.012099,-1.1148,-1.145
-0.1,-0.10324,0.015048,-1.1377,-0.65722
-0.1,-0.1033,0.016472,-1.1509,0.03719
-0.1,-0.1033,0.017958,-1.1501,0.56184
-0.1,-0.10328,0.019517,-1.1389,0.99476
-0.1,-0.10324,0.020962,-1.119,1.324
-0.1,-0.10319,0.022297,-1.0926,1.5745
-0.1,-0.10312,0.023346,-1.0611,1.7133
-0.1,-0.10279,0.025189,-1.0268,1.7508
-0.1,-0.10255,0.026293,-0.9918,1.8844
-0.1,-0.10239,0.026941,-0.95412,1.9985
-0.1,-0.10227,0.02711,-0.91415,1.99
-0.1,-0.10219,0.026853,-0.87432,1.8399
-0.1,-0.10215,0.026459,-0.83752,1.6165
-0.1,-0.10214,0.026035,-0.8052,1.3472
-0.1,-0.10214,0.025521,-0.77827,1.0297
-0.1,-0.10243,0.023951,-0.75771,0.71705
-0.1,-0.10237,0.02394,-0.7434,0.22957
-0.1,-0.10233,0.02381,-0.73884,-0.074883
-0.1,-0.10258,0.022572,-0.74038,-0.25526
-0.1,-0.10276,0.021733,-0.74553,-0.56056
-0.1,-0.10288,0.021241,-0.75678,-0.84052
-0.1,-0.10297,0.020982,-0.77362,-1.0457
-0.1,-0.10302,0.020874,-0.79457,-1.1617
-0.1,-0.10279,0.02198,-0.81783,-1.1876
-0.1,-0.10289,0.02156,-0.84159,-0.9706
-0.1,-0.10268,0.022437,-0.86101,-0.85146
-0.1,-0.10254,0.022968,-0.87804,-0.59328
-0.1,-0.10244,0.02324,-0.88989,-0.32247
-0.1,-0.10237,0.023374,-0.89632,-0.087204
-0.1,-0.1026,0.022304,-0.89805,0.080636
-0.1,-0.10276,0.021656,-0.89642,0.00397
-0.1,-0.10287,0.021294,-0.89633,-0.16002
-0.1,-0.10294,0.021115,-0.89952,-0.32841
-0.1,-0.10299,0.021091,-0.90608,-0.45225
-0.1,-0.10302,0.021155,-0.91512,-0.52519
-0.1,-0.10277,0.022369,-0.92561,-0.54794
-0.1,-0.10259,0.023151,-0.93655,-0.34611
-0.1,-0.10246,0.023631,-0.94345,-0.085596
-0.1,-0.10265,0.022823,-0.94515,0.15193
-0.1,-0.10277,0.022347,-0.94209,0.14572
-0.1,-0.10259,0.023179,-0.93916,0.036929
-0.1,-0.10274,0.022612,-0.93841,0.092359
-0.1,-0.10256,0.023375,-0.93654,0.0098232
-0.1,-0.10245,0.02384,-0.93633,0.071089
-0.1,-0.10263,0.023037,-0.9349,0.17828
-0.1,-0.1025,0.02366,-0.93133,0.089311
-0.1,-0.1024,0.024047,-0.92954,0.11985
-0.1,-0.10234,0.024254,-0.92713,0.18052
-0.1,-0.10202,0.025447,-0.92352,0.23573
-0.1,-0.10235,0.02392,-0.9188,0.44979
-0.1,-0.10231,0.024035,-0.9098,0.29376
-0.1,-0.10255,0.022967,-0.90392,0.18887
-0.1,-0.10218,0.024498,-0.90014,-0.070915
-0.1,-0.10246,0.023165,-0.90156,0.011911
-0.1,-0.10212,0.024521,-0.90131,-0.15615
-0.1,-0.10216,0.024208,-0.90443,-0.025609
-0.1,-0.10218,0.023979,-0.90494,0.0083334
-0.1,-0.10221,0.023812,-0.90478,-0.0096463
-0.1,-0.10249,0.022596,-0.90497,-0.051404
-0.1,-0.10242,0.022967,-0.906,-0.28367
-0.1,-0.10264,0.022098,-0.91167,-0.36477
-0.1,-0.10279,0.021592,-0.91895,-0.55059
-0.1,-0.10262,0.022421,-0.92995,-0.7321
-0.1,-0.1025,0.023,-0.94458,-0.6642
-0.1,-0.10241,0.023398,-0.95785,-0.49502
-0.1,-0.10235,0.023649,-0.96773,-0.30924
-0.1,-0.10231,0.02381,-0.9739,-0.14255
-0.1,-0.10228,0.023909,-0.97672,-0.01315
-0.1,-0.10253,0.022857,-0.97696,0.07091
-0.1,-0.1027,0.022235,-0.97552,-0.067027
-0.1,-0.10281,0.021901,-0.97683,-0.2684
-0.1,-0.10289,0.021766,-0.98217,-0.44951
-0.1,-0.10267,0.022853,-0.99113,-0.57642
-0.1,-0.10278,0.022467,-1.0026,-0.45827
-0.1,-0.10286,0.022291,-1.0118,-0.43568
-0.1,-0.10264,0.023346,-1.0204,-0.442
-0.1,-0.10248,0.024027,-1.0292,-0.26114
-0.1,-0.10237,0.02444,-1.0344,-0.035935
-0.1,-0.1023,0.024653,-1.0351,0.15882
-0.1,-0.10225,0.024762,-1.0319,0.30348
-0.1,-0.10222,0.024782,-1.0258,0.38364
-0.1,-0.1022,0.024754,-1.018,0.40938
-0.1,-0.10219,0.024692,-1.0098,0.38994
-0.1,-0.10245,0.023507,-1.002,0.33585
-0.1,-0.10237,0.02386,-0.99524,0.077498
-0.1,-0.10231,0.024059,-0.99366,-0.036892
-0.1,-0.10227,0.02416,-0.99436,-0.077275
-0.1,-0.10198,0.025291,-0.99588,-0.08488
-0.1,-0.10204,0.024831,-0.99755,0.10272
-0.1,-0.10209,0.024501,-0.99546,0.13729
-0.1,-0.10213,0.024273,-0.99269,0.096179
-0.1,-0.10243,0.023023,-0.99074,0.023393
-0.1,-0.10237,0.02339,-0.99025,-0.23592
-0.1,-0.10205,0.024738,-0.99494,-0.33288
-0.1,-0.1021,0.02445,-1.0016,-0.15803
-0.1,-0.10214,0.024252,-1.0047,-0.094853
-0.1,-0.10216,0.024118,-1.0066,-0.089391
-0.1,-0.10245,0.022939,-1.0083,-0.1098
-0.1,-0.10265,0.022257,-1.0105,-0.32142
-0.1,-0.10251,0.023043,-1.0169,-0.55225
-0.1,-0.10242,0.023599,-1.0279,-0.54988
-0.1,-0.10236,0.024282,-1.0389,-0.36875
-0.1,-0.10233,0.025152,-1.0464,-0.091818
-0.1,-0.10229,0.025933,-1.0483,0.16128
-0.1,-0.10225,0.026576,-1.0451,0.36685
-0.1,-0.10221,0.0272,-1.0378,0.54755
-0.1,-0.10217,0.027562,-1.0269,0.63482
-0.1,-0.10241,0.026768,-1.0142,0.68723
-0.1,-0.1023,0.027429,-1.0005,0.50823
-0.1,-0.10222,0.027831,-0.99038,0.43711
-0.1,-0.10217,0.028137,-0.98168,0.42969
-0.1,-0.10213,0.028372,-0.97314,0.43859
-0.1,-0.10238,0.027452,-0.96443,0.43937
-0.1,-0.10228,0.028113,-0.95572,0.25974
-0.1,-0.10247,0.027474,-0.95059,0.20944
-0.1,-0.10261,0.027196,-0.94648,0.043354
-0.1,-0.10243,0.028241,-0.9457,-0.13329
-0.1,-0.10257,0.027864,-0.94845,-0.090676
-0.1,-0.10266,0.02775,-0.95035,-0.13878
-0.1,-0.10245,0.028872,-0.95321,-0.20962
0.1,-0.1023,0.029631,-0.95748,-0.077773
0.1,-0.10219,0.0301,-0.95912,-0.77637
0.1,-0.10238,0.029301,-0.97472,-1.9574
0.1,-0.10252,0.028931,-1.014,-3.5411
0.1,-0.10235,0.030258,-1.0849,-5.1376
0.1,-0.10225,0.032003,-1.1879,-6.3024
0.1,-0.10246,0.033376,-1.3142,-7.0603
0.1,-0.10228,0.036368,-1.4557,-7.8205
0.1,-0.10238,0.038265,-1.6124,-8.233
0.1,-0.10214,0.041871,-1.7774,-8.5609
0.1,-0.10219,0.044349,-1.9489,-8.5656
0.1,-0.10216,0.047311,-2.1205,-8.5647
0.1,-0.10209,0.050707,-2.292,-8.4754
0.1,-0.10172,0.055501,-2.4619,-8.2918
0.1,-0.10165,0.058764,-2.628,-7.8899
0.1,-0.10127,0.063265,-2.786,-7.6102
0.1,-0.10095,0.067468,-2.9385,-7.186
0.1,-0.10093,0.07037,-3.0824,-6.7509
0.1,-0.1006,0.074708,-3.2177,-6.548
0.1,-0.10032,0.078878,-3.3489,-6.2535
0.1,-0.096568,0.097007,-3.4742,-5.9876
