ref,pos_o,vel_o,ang_o,vel_ang_o
0.1,-0.093911,0.10866,-3.5942,-3.4593
0.1,-0.091786,0.11699,-3.6636,-0.63986
0.1,-0.091365,0.11679,-3.6765,1.5345
0.1,-0.091083,0.11539,-3.6458,1.864
0.1,-0.091194,0.11214,-3.6085,0.95965
0.1,-0.091325,0.10905,-3.5892,-0.86485
0.1,-0.091479,0.10645,-3.6065,-3.0339
0.1,-0.091664,0.10498,-3.6673,-5.0812
0.1,-0.091591,0.10618,-3.7692,-6.7194
0.1,-0.091836,0.10726,-3.904,-7.6979
0.1,-0.09197,0.10922,-4.0584,-8.4722
0.1,-0.093094,0.10755,-4.2283,-8.9426
0.1,-0.094098,0.1075,-4.4076,-9.7765
0.1,-0.090675,0.12588,-4.6037,-10.683
0.1,-0.089555,0.13304,-4.8177,-8.5498
0.1,-0.090068,0.13323,-4.9892,-6.4205
0.1,-0.09144,0.13016,-5.118,-5.6293
0.1,-0.088817,0.14349,-5.2309,-6.3509
0.1,-0.084269,0.16346,-5.3582,-5.0803
0.1,-0.082167,0.1713,-5.4601,-1.5359
0.1,-0.078554,0.18402,-5.491,1.1848
0.1,-0.078502,0.18047,-5.4675,4.1486
0.1,-0.075566,0.18852,-5.3846,4.4356
0.1,-0.07655,0.17888,-5.2959,4.9889
0.1,-0.070878,0.19682,-5.1961,2.8875
0.1,-0.064654,0.21472,-5.1384,3.9977
0.1,-0.062914,0.21178,-5.0583,7.0772
0.1,-0.060823,0.21,-4.9167,7.8348
0.1,-0.056894,0.21533,-4.7599,7.3802
0.1,-0.052786,0.22032,-4.6121,7.4812
0.1,-0.047493,0.22894,-4.4624,7.9156
0.1,-0.04678,0.21731,-4.3039,9.2222
0.1,-0.045227,0.20978,-4.1193,7.7056
0.1,-0.042007,0.20916,-3.9649,5.2212
0.1,-0.042497,0.1935,-3.8603,3.6161
0.1,-0.040713,0.1891,-3.7879,0.18493
0.1,-0.038138,0.18904,-3.7842,-2.2889
0.1,-0.038214,0.17884,-3.8301,-3.3665
0.1,-0.035794,0.1805,-3.8976,-5.2835
0.1,-0.031622,0.18977,-4.0035,-5.6803
0.1,-0.031337,0.18293,-4.1173,-3.8717
0.1,-0.028609,0.18707,-4.195,-3.6201
0.1,-0.025771,0.19091,-4.2676,-2.6611
0.1,-0.021011,0.2023,-4.321,-1.2289
0.1,-0.016263,0.2122,-4.3458,1.6273
0.1,-0.016372,0.20061,-4.3133,4.9219
0.1,-0.015293,0.19432,-4.2148,4.7443
0.1,-0.013405,0.19144,-4.1198,3.4007
0.1,-0.0093552,0.19732,-4.0517,2.0669
0.1,-0.0054146,0.2015,-4.0103,2.2662
0.1,-0.0015852,0.20449,-3.9648,3.2625
0.1,0.0021528,0.20651,-3.8994,4.5404
0.1,0.0055459,0.2066,-3.8084,5.7915
0.1,0.0092267,0.20751,-3.6924,6.665
0.1,0.01285,0.20721,-3.5588,7.3219
0.1,0.016137,0.20486,-3.4121,7.7213
0.1,0.01916,0.20137,-3.2574,7.7333
0.1,0.018508,0.18294,-3.1024,7.3248
0.1,0.022855,0.18635,-2.9556,4.1578
0.1,0.022873,0.1715,-2.8722,3.1661
0.1,0.023925,0.16247,-2.8086,0.58115
0.1,0.030805,0.17861,-2.7968,-1.8109
0.1,0.032568,0.17339,-2.833,0.36733
0.1,0.036178,0.17744,-2.8258,1.6026
0.1,0.039832,0.1804,-2.7938,3.2313
0.1,0.039178,0.16494,-2.7292,4.9542
0.1,0.039845,0.15576,-2.63,3.5447
0.1,0.041701,0.15168,-2.5589,1.3522
0.1,0.045164,0.15445,-2.5317,-0.19648
0.1,0.048393,0.15605,-2.5354,-0.063342
0.1,0.052516,0.16163,-2.5366,0.99052
0.1,0.052687,0.1512,-2.5168,3.2168
0.1,0.055529,0.153,-2.4525,3.2213
0.1,0.058375,0.15426,-2.3881,3.7373
0.1,0.062547,0.16065,-2.3134,4.5386
0.1,0.064132,0.15566,-2.2227,6.3478
0.1,0.067694,0.1588,-2.0957,6.7398
0.1,0.067251,0.14456,-1.9609,7.5615
0.1,0.072911,0.1556,-1.8095,5.6844
0.1,0.073881,0.14598,-1.6957,6.6868
0.1,0.076961,0.14584,-1.5619,6.0483
0.1,0.077752,0.13611,-1.4408,5.9755
0.1,0.076955,0.12091,-1.3213,4.7031
0.1,0.078302,0.11614,-1.2272,1.8299
0.1,0.077934,0.10508,-1.1906,-0.15483
0.1,0.079363,0.10264,-1.1938,-2.5897
0.1,0.08258,0.10829,-1.2457,-3.6777
0.1,0.085146,0.11174,-1.3195,-2.4669
0.1,0.08862,0.11955,-1.3692,-0.34678
0.1,0.087412,0.10719,-1.3764,2.6052
0.1,0.085658,0.093292,-1.3245,2.4677
0.1,0.089984,0.10491,-1.2753,0.16075
0.1,0.08912,0.093152,-1.2721,0.89409
0.1,0.087284,0.078826,-1.2542,-0.14342
0.1,0.085874,0.067981,-1.2571,-2.6988
0.1,0.090178,0.081538,-1.3111,-5.5725
0.1,0.093268,0.090308,-1.4228,-4.0783
0.1,0.095254,0.095506,-1.5048,-0.81088
0.1,0.093067,0.08351,-1.5215,2.3317
0.1,0.091788,0.076137,-1.4752,2.1623
0.1,0.092812,0.077249,-1.4322,0.45628
0.1,0.09592,0.085565,-1.4231,-0.4536
0.1,0.094738,0.07577,-1.4322,0.76386
0.1,0.09381,0.068478,-1.4171,0.21022
0.1,0.095519,0.072689,-1.413,-1.1397
0.1,0.093412,0.061033,-1.436,-0.9719
0.1,0.09163,0.052071,-1.4555,-2.5566
0.1,0.090372,0.046239,-1.5068,-4.7545
0.1,0.089473,0.043081,-1.6021,-6.6135
0.1,0.088561,0.041292,-1.7346,-7.6837
0.1,0.088206,0.043143,-1.8887,-8.0611
0.1,0.090178,0.054674,-2.0503,-7.6353
0.1,0.09187,0.064363,-2.2034,-5.1086
0.1,0.092837,0.070147,-2.3059,-1.8324
0.1,0.095975,0.084031,-2.3428,1.0534
0.1,0.094396,0.07731,-2.3221,4.97
0.1,0.096008,0.083834,-2.2229,5.768
0.1,0.09958,0.096277,-2.1077,6.6768
0.1,0.10179,0.1001,-1.9741,8.669
0.1,0.10214,0.0953,-1.8007,10.17
0.1,0.10227,0.089521,-1.5972,9.9248
0.1,0.10467,0.092454,-1.3986,8.36
0.1,0.10244,0.075456,-1.2312,7.7073
0.1,0.10422,0.076506,-1.0769,4.4876
0.1,0.10181,0.060469,-0.98706,2.9026
0.1,0.10028,0.049952,-0.92898,-0.44886
0.1,0.098857,0.041129,-0.93796,-3.8803
0.1,0.098045,0.036773,-1.0157,-6.7462
0.1,0.097106,0.034682,-1.151,-8.2188
0.1,0.098008,0.042979,-1.316,-8.4978
0.1,0.098407,0.049846,-1.4868,-6.7305
0.1,0.10093,0.065239,-1.6223,-4.3086
0.1,0.099321,0.061445,-1.7092,-0.48279
0.1,0.10395,0.082793,-1.7194,0.89368
0.1,0.10374,0.081138,-1.702,4.8896
0.1,0.10389,0.080076,-1.6046,6.5448
0.1,0.10614,0.08655,-1.4739,6.8316
0.1,0.10418,0.074199,-1.3374,7.6645
0.1,0.10276,0.064511,-1.1842,5.7159
0.1,0.10197,0.05796,-1.07,2.7225
0.1,0.10135,0.052945,-1.0157,-0.073123
0.1,0.10086,0.049028,-1.0173,-2.4153
0.1,0.10021,0.045008,-1.0658,-4.1541
0.1,0.099998,0.043541,-1.149,-5.426
0.1,0.10331,0.057323,-1.2578,-5.8746
0.1,0.10531,0.065042,-1.3756,-3.2796
0.1,0.10668,0.069549,-1.4415,-0.11572
0.1,0.10413,0.057561,-1.4441,2.6545
0.1,0.10234,0.049826,-1.3913,2.2144
0.1,0.10679,0.067203,-1.3471,0.33934
0.1,0.11013,0.077451,-1.3404,2.0441
0.1,0.1121,0.080854,-1.2995,4.9071
0.1,0.11123,0.071892,-1.2014,7.1628
0.1,0.11296,0.073842,-1.0581,6.844
0.1,0.11379,0.071232,-0.92116,6.798
0.1,0.10859,0.044217,-0.78515,6.3239
0.1,0.10515,0.027251,-0.65865,1.5178
0.1,0.10243,0.015194,-0.62831,-4.0696
0.1,0.1008,0.0091019,-0.70976,-9.0493
0.1,0.099396,0.0052622,-0.89085,-12.371
0.1,0.09866,0.0068475,-1.1386,-13.856
0.1,0.10165,0.026219,-1.4163,-13.311
0.1,0.10035,0.026892,-1.6832,-9.1764
0.1,0.10177,0.038352,-1.8672,-6.4148
0.1,0.10508,0.055066,-1.9957,-3.0351
0.1,0.10775,0.066493,-2.0566,1.637
0.1,0.10801,0.066461,-2.0239,6.1615
0.1,0.11088,0.076339,-1.9007,8.4368
0.1,0.11502,0.088941,-1.7318,10.813
0.1,0.11432,0.079297,-1.5153,13.753
0.1,0.11612,0.080148,-1.24,13.375
0.1,0.11376,0.062712,-0.97221,12.671
0.1,0.11226,0.049675,-0.71846,8.8861
0.1,0.11108,0.038959,-0.54044,4.2928
0.1,0.10984,0.029412,-0.45437,-0.052248
0.1,0.10889,0.022222,-0.45525,-3.8609
0.1,0.10814,0.01725,-0.53238,-6.7087
0.1,0.11128,0.030366,-0.66665,-8.2843
0.1,0.11122,0.031376,-0.8327,-5.9671
0.1,0.1109,0.032461,-0.9525,-3.799
0.1,0.11073,0.034208,-1.0289,-2.1494
0.1,0.11072,0.035409,-1.0722,-1.0387
0.1,0.11319,0.045913,-1.0931,-0.27017
0.1,0.11464,0.050863,-1.0987,1.9447
0.1,0.11591,0.054096,-1.0599,4.0263
0.1,0.11276,0.037952,-0.97932,5.547
0.1,0.11136,0.029676,-0.86824,3.4557
0.1,0.10982,0.021232,-0.79895,0.71453
0.1,0.1087,0.015598,-0.78453,-2.1693
0.1,0.10789,0.012133,-0.82782,-4.5353
0.1,0.10734,0.010038,-0.91841,-6.1987
0.1,0.10721,0.010608,-1.0423,-6.9704
0.1,0.11034,0.025415,-1.1817,-6.6995
0.1,0.11223,0.034907,-1.3159,-3.4261
0.1,0.11408,0.04396,-1.3846,0.4355
0.1,0.11191,0.035624,-1.3761,4.2022
0.1,0.11637,0.054173,-1.2921,4.5963
0.1,0.11575,0.048453,-1.2001,7.3754
0.1,0.11529,0.043127,-1.0524,7.7106
0.1,0.1149,0.038218,-0.898,6.7128
0.1,0.11457,0.03348,-0.76353,5.0172
0.1,0.11427,0.029174,-0.66299,3.1347
0.1,0.11371,0.024689,-0.6002,1.44
0.1,0.11352,0.02244,-0.57134,-0.1794
0.1,0.1131,0.01947,-0.57488,-1.3439
0.1,0.11304,0.01853,-0.60174,-2.2672
0.1,0.11324,0.019016,-0.64708,-2.6722
0.1,0.1131,0.018496,-0.70057,-2.4714
0.1,0.11647,0.032983,-0.75011,-2.0882
0.1,0.1188,0.041957,-0.79202,0.79915
0.1,0.1169,0.032875,-0.77618,4.1298
0.1,0.11556,0.027103,-0.69374,4.5058
0.1,0.11437,0.022259,-0.60376,3.4943
0.1,0.11357,0.01879,-0.53395,1.7481
0.1,0.1133,0.017241,-0.499,-0.05195
0.1,0.11658,0.03065,-0.50012,-1.2222
0.1,0.11288,0.015146,-0.52477,0.65389
0.1,0.11003,0.0056424,-0.51199,-0.59528
0.1,0.11209,0.0182,-0.52432,-2.7964
0.1,0.11331,0.026235,-0.58072,-2.0115
0.1,0.11074,0.017742,-0.62138,-0.25845
0.1,0.10901,0.013581,-0.62694,-0.71809
0.1,0.10816,0.013068,-0.64165,-1.8869
0.1,0.10766,0.013615,-0.67967,-2.797
0.1,0.10736,0.015005,-0.73589,-3.2079
0.1,0.10695,0.015819,-0.80031,-3.1429
0.1,0.10671,0.017375,-0.86342,-2.8868
0.1,0.10661,0.019315,-0.92139,-2.4194
0.1,0.10659,0.021397,-0.96999,-1.7878
0.1,0.1069,0.024586,-1.0059,-1.0567
0.1,0.10688,0.026127,-1.0273,-0.11763
0.1,0.1069,0.027636,-1.0298,0.6244
0.1,0.10668,0.027967,-1.0175,1.2115
0.1,0.10709,0.030769,-0.99343,1.4681
0.1,0.10739,0.032779,-0.96425,1.935
0.1,0.10761,0.034253,-0.92574,2.4071
0.1,0.10778,0.035101,-0.87778,2.7181
0.1,0.10817,0.036537,-0.82359,2.844
0.1,0.10817,0.035982,-0.76686,2.9682
0.1,0.1079,0.034179,-0.70766,2.7928
0.1,0.10796,0.033805,-0.65196,2.2491
0.1,0.10772,0.032088,-0.60714,1.7567
0.1,0.10781,0.031855,-0.57218,1.1389
0.1,0.10757,0.030463,-0.5496,0.74808
0.1,0.10767,0.03054,-0.53484,0.29104
0.1,0.10747,0.029361,-0.52923,0.068328
0.1,0.10731,0.028546,-0.52808,-0.21119
0.1,0.10721,0.027979,-0.53251,-0.45877
0.1,0.1074,0.028692,-0.54189,-0.63077
0.1,0.10726,0.027971,-0.55471,-0.53807
0.1,0.10717,0.027515,-0.56567,-0.51745
0.1,0.10737,0.028306,-0.5762,-0.51383
0.1,0.10725,0.027654,-0.58667,-0.31085
0.1,0.10742,0.028331,-0.59307,-0.23308
0.1,0.10755,0.028689,-0.59791,-0.023715
0.1,0.10736,0.027758,-0.59856,0.21007
0.1,0.10723,0.027126,-0.59453,0.21924
0.1,0.10741,0.027807,-0.59032,0.14335
0.1,0.10753,0.028151,-0.58762,0.23039
0.1,0.10734,0.027182,-0.58318,0.36613
0.1,0.10721,0.026532,-0.57603,0.30669
0.1,0.10712,0.026104,-0.57007,0.17987
0.1,0.10732,0.026937,-0.56664,0.057016
0.1,0.10719,0.026306,-0.56568,0.14521
0.1,0.1071,0.025882,-0.56294,0.11835
0.1,0.10704,0.025603,-0.56074,0.056753
0.1,0.10699,0.025432,-0.55978,0.0021969
0.1,0.10723,0.026419,-0.5599,-0.030403
0.1,0.1074,0.026974,-0.56068,0.14365
0.1,0.10724,0.026154,-0.55797,0.37294
0.1,0.1074,0.026695,-0.55068,0.39298
0.1,0.10723,0.025874,-0.54298,0.50957
0.1,0.10712,0.02532,-0.53296,0.44785
0.1,0.10704,0.024959,-0.52418,0.32493
0.1,0.10725,0.025816,-0.51785,0.19927
0.1,0.10739,0.026294,-0.51404,0.28363
0.1,0.10722,0.025431,-0.50854,0.43624
0.1,0.1071,0.024868,-0.49999,0.39906
0.1,0.10728,0.025593,-0.49219,0.28945
0.1,0.1074,0.025999,-0.48658,0.35948
0.1,0.10722,0.025097,-0.47958,0.48535
0.1,0.10682,0.023363,-0.47005,0.40551
0.1,0.10682,0.023369,-0.46211,0.070463
0.1,0.10681,0.023395,-0.46088,-0.10294
0.1,0.10681,0.023413,-0.46312,-0.17248
0.1,0.10707,0.024561,-0.46675,-0.16266
0.1,0.10699,0.024148,-0.47018,0.070982
0.1,0.1072,0.024979,-0.46894,0.17574
0.1,0.10708,0.02435,-0.46561,0.39858
0.1,0.10699,0.023918,-0.45781,0.43643
0.1,0.10693,0.023648,-0.44927,0.39752
0.1,0.10715,0.024565,-0.4415,0.33202
0.1,0.1073,0.025083,-0.43504,0.45401
0.1,0.10714,0.02423,-0.42615,0.6205
0.1,0.10729,0.024762,-0.41393,0.58338
0.1,0.10739,0.025029,-0.40246,0.64892
0.1,0.10745,0.025116,-0.38968,0.7317
0.1,0.10723,0.023992,-0.37524,0.79148
0.1,0.10706,0.02325,-0.35962,0.63008
0.1,0.10722,0.023874,-0.34723,0.40397
0.1,0.10705,0.023131,-0.33937,0.37672
0.1,0.10693,0.022671,-0.33205,0.24816
0.1,0.10686,0.022393,-0.32731,0.10423
0.1,0.1068,0.022249,-0.32544,-0.0079599
0.1,0.10703,0.023292,-0.32583,-0.072762
0.1,0.10693,0.022849,-0.32751,0.094656
0.1,0.10712,0.02368,-0.32584,0.14577
0.1,0.10726,0.024173,-0.32314,0.33561
0.1,0.10735,0.024436,-0.31666,0.54686
0.1,0.10741,0.024528,-0.30595,0.71915
0.1,0.10745,0.024468,-0.29179,0.82302
0.1,0.10747,0.024343,-0.27555,0.87052
0.1,0.10721,0.023066,-0.25838,0.86312
0.1,0.10729,0.023297,-0.24135,0.62853
0.1,0.10735,0.023399,-0.22902,0.53072
0.1,0.10738,0.023395,-0.21865,0.49187
0.1,0.1074,0.023342,-0.20907,0.48045
0.1,0.10741,0.023247,-0.19971,0.47288
0.1,0.10741,0.023133,-0.19051,0.46307
0.1,0.10714,0.021916,-0.18151,0.44821
0.1,0.10722,0.022247,-0.17281,0.24423
0.1,0.10727,0.022444,-0.16819,0.19481
0.1,0.10731,0.022543,-0.16456,0.21834
0.1,0.10733,0.02258,-0.16046,0.2711
0.1,0.10708,0.021493,-0.15531,0.33029
0.1,0.10717,0.021927,-0.14898,0.19545
0.1,0.10723,0.022196,-0.14535,0.20193
0.1,0.10701,0.021262,-0.14158,0.26975
0.1,0.10712,0.021819,-0.13647,0.17236
0.1,0.10693,0.02108,-0.1333,0.21941
0.1,0.10707,0.021762,-0.1292,0.13952
0.1,0.1069,0.02109,-0.12669,0.21551
0.1,0.10705,0.021794,-0.12266,0.16194
0.1,0.10689,0.021146,-0.1197,0.26384
0.1,0.10677,0.020777,-0.11471,0.22911
0.1,0.10669,0.020617,-0.11042,0.16047
0.1,0.10691,0.021675,-0.1075,0.10119
0.1,0.1068,0.021264,-0.10577,0.25632
0.1,0.10672,0.021052,-0.10094,0.29087
0.1,0.10667,0.020959,-0.095415,0.27678
0.1,0.10663,0.020946,-0.090176,0.25516
0.1,0.10634,0.019897,-0.085372,0.24503
0.1,0.10641,0.020434,-0.080771,0.066514
0.1,0.10646,0.020843,-0.079744,0.057044
0.1,0.1065,0.021146,-0.078905,0.1298
0.1,0.1068,0.022459,-0.076611,0.23359
0.1,0.10674,0.022169,-0.072243,0.52706
0.1,0.10697,0.023025,-0.062,0.64089
0.1,0.10687,0.022139,-0.049445,0.78428
0.1,0.1068,0.021175,-0.033985,0.67071
0.1,0.10674,0.020281,-0.020792,0.46141
0.1,0.10669,0.019416,-0.011777,0.21125
0.1,0.10665,0.018609,-0.0077608,-0.032202
0.1,0.10687,0.019051,-0.0086241,-0.22292
0.1,0.10648,0.016895,-0.013294,-0.19717
0.1,0.10673,0.017662,-0.017453,-0.4494
0.1,0.1069,0.018022,-0.026658,-0.38762
0.1,0.10674,0.017011,-0.034625,-0.21033
0.1,0.10636,0.015245,-0.039049,-0.19004
0.1,0.10636,0.015225,-0.043062,-0.42273
0.1,0.10662,0.016346,-0.051735,-0.49563
0.1,0.10654,0.015907,-0.061862,-0.29394
0.1,0.10648,0.015634,-0.067952,-0.18609
0.1,0.10644,0.015475,-0.071885,-0.12041
0.1,0.10668,0.01648,-0.074502,-0.070611
0.1,0.10658,0.015982,-0.076124,0.1618
0.1,0.10678,0.016697,-0.073087,0.22893
0.1,0.10665,0.016014,-0.068715,0.4203
0.1,0.10682,0.016638,-0.060514,0.42771
0.1,0.10667,0.015895,-0.052172,0.55078
0.1,0.10683,0.016503,-0.041371,0.50097
0.1,0.10666,0.015769,-0.031575,0.58047
0.1,0.10682,0.016441,-0.020199,0.51108
0.1,0.10665,0.015721,-0.01021,0.56724
0.1,0.10681,0.016373,0.00089699,0.47783
0.1,0.10691,0.016747,0.010213,0.52871
0.1,0.10645,0.01473,0.020546,0.61611
0.1,0.10639,0.014611,0.032623,0.32866
0.1,0.10635,0.014568,0.038948,0.13262
0.1,0.1066,0.015689,0.041348,0.023314
0.1,0.1065,0.015282,0.041562,0.16151
0.1,0.10643,0.01506,0.044537,0.19975
0.1,0.10638,0.014941,0.048278,0.19417
0.1,0.10635,0.014892,0.051907,0.1811
0.1,0.1066,0.015959,0.055277,0.17049
